COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SUBGROUP,2014 Adjusted Cohort Grad Rate,2013 Adjusted Cohort Grad Rate,2012 Adjusted Cohort Grad Rate,2011 Adjusted Cohort Grad Rate
25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,999,Districtwide Total,D,91.06%,91.04%,91.25%,89.10%
25,MONMOUTH,3160,MIDDLETOWN TWP,050,MIDDLETOWN HIGH SCHOOL NORTH,S,94.49%,92.22%,91.61%,94.50%
25,MONMOUTH,3160,MIDDLETOWN TWP,053,MIDDLETOWN HIGH SCHOOL SOUTH,S,92.10%,94.61%,94.16%,97.37%
25,MONMOUTH,3160,MIDDLETOWN TWP,999,Districtwide Total,D,93.29%,93.33%,92.85%,95.90%
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,004,COMMUNICATIONS HIGH SCHOOL,S,100.00%,100.00%,100.00%,100.00%
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,010,HIGH TECHNOLOGY HIGH SCHOOL,S,100.00%,100.00%,100.00%,100.00%
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,020,MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,S,97.30%,100.00%,100.00%,98.59%
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,025,ACADEMY OF ALLIED HEALTH AND SCIENCE,S,100.00%,100.00%,96.88%,100.00%
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,028,BIOTECHNOLOGY HIGH SCHOOL,S,100.00%,100.00%,100.00%,97.30%
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,999,Districtwide Total,D,96.60%,96.30%,94.32%,95.79%
25,MONMOUTH,3270,MONMOUTH REGIONAL,050,MONMOUTH REGIONAL HIGH SCHOOL,S,94.00%,90.81%,93.38%,89.30%
25,MONMOUTH,3270,MONMOUTH REGIONAL,999,Districtwide Total,D,94.00%,90.81%,93.38%,89.30%
25,MONMOUTH,3510,NEPTUNE TWP,050,NEPTUNE HIGH SCHOOL,S,78.33%,76.80%,76.44%,83.76%
25,MONMOUTH,3510,NEPTUNE TWP,999,Districtwide Total,D,78.33%,76.80%,76.44%,83.76%
25,MONMOUTH,3810,OCEAN TWP,030,OCEAN TOWNSHIP HIGH SCHOOL,S,95.20%,91.77%,91.86%,94.44%
25,MONMOUTH,3810,OCEAN TWP,999,Districtwide Total,D,95.20%,91.77%,91.86%,94.44%
25,MONMOUTH,4365,RED BANK REGIONAL,050,RED BANK REGIONAL HIGH SCHOOL,S,94.10%,96.69%,93.51%,94.55%
25,MONMOUTH,4365,RED BANK REGIONAL,999,Districtwide Total,D,94.10%,96.69%,93.51%,94.55%
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,050,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,S,98.76%,98.28%,98.78%,96.51%
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,999,Districtwide Total,D,98.76%,98.28%,98.78%,96.51%
25,MONMOUTH,4760,SHORE REGIONAL,050,SHORE REGIONAL HIGH SCHOOL,S,98.25%,96.02%,94.86%,97.59%
25,MONMOUTH,4760,SHORE REGIONAL,999,Districtwide Total,D,98.25%,96.02%,94.86%,97.59%
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,050,ALLENTOWN HIGH SCHOOL,S,95.19%,94.64%,94.77%,97.61%
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,999,Districtwide Total,D,95.19%,94.64%,94.77%,97.61%
25,MONMOUTH,5420,WALL TWP,050,WALL HIGH SCHOOL,S,95.92%,95.56%,95.07%,96.39%
25,MONMOUTH,5420,WALL TWP,999,Districtwide Total,D,95.92%,95.56%,95.07%,96.39%
27,MORRIS,0450,BOONTON TOWN,020,BOONTON HIGH SCHOOL,S,94.16%,93.94%,95.42%,89.21%
27,MORRIS,0450,BOONTON TOWN,999,Districtwide Total,D,94.16%,93.94%,95.42%,89.21%
27,MORRIS,0630,BUTLER BORO,020,BUTLER HIGH SCHOOL,S,88.50%,91.67%,92.74%,93.46%
27,MORRIS,0630,BUTLER BORO,999,Districtwide Total,D,88.50%,91.67%,92.74%,93.46%
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,010,CHATHAM HIGH SCHOOL,S,99.31%,98.94%,98.97%,96.83%
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,999,Districtwide Total,D,99.31%,98.94%,98.97%,96.83%
27,MORRIS,1110,DOVER TOWN,040,DOVER HIGH SCHOOL,S,84.11%,78.87%,78.79%,76.99%
27,MORRIS,1110,DOVER TOWN,999,Districtwide Total,D,84.11%,78.87%,78.79%,76.99%
27,MORRIS,1990,HANOVER PARK REGIONAL,050,HANOVER PARK HIGH SCHOOL,S,97.20%,98.65%,96.45%,93.90%
27,MORRIS,1990,HANOVER PARK REGIONAL,070,WHIPPANY PARK HIGH SCHOOL,S,96.57%,98.79%,97.18%,96.67%
27,MORRIS,1990,HANOVER PARK REGIONAL,999,Districtwide Total,D,96.92%,98.71%,96.76%,95.04%
27,MORRIS,2380,JEFFERSON TWP,020,JEFFERSON TOWNSHIP HIGH SCHOOL,S,93.17%,96.15%,91.67%,89.23%
27,MORRIS,2380,JEFFERSON TWP,999,Districtwide Total,D,93.17%,96.15%,91.67%,89.23%
27,MORRIS,2460,KINNELON BORO,050,KINNELON HIGH SCHOOL,S,97.30%,98.80%,95.91%,98.91%
27,MORRIS,2460,KINNELON BORO,999,Districtwide Total,D,97.30%,98.80%,95.91%,98.91%
27,MORRIS,2870,MADISON BORO,050,MADISON HIGH SCHOOL,S,95.96%,94.94%,95.75%,97.16%
27,MORRIS,2870,MADISON BORO,999,Districtwide Total,D,95.96%,94.94%,95.75%,97.16%
27,MORRIS,3340,MONTVILLE TWP,010,MONTVILLE TOWNSHIP HIGH SCHOOL,S,98.89%,97.94%,96.95%,98.81%
27,MORRIS,3340,MONTVILLE TWP,999,Districtwide Total,D,98.89%,97.94%,96.95%,98.81%
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,010,ACADEMY FOR LAW AND PUBLIC SAFETY,S,-,100.00%,100.00%,84.62%
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,020,ACADEMY FOR MATHEMATICS SCIENCE AND ENGINEERING,S,-,100.00%,100.00%,100.00%
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,050,MORRIS COUNTY SCHOOL OF TECHNOLOGY,S,100.00%,98.59%,99.39%,97.46%
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,999,Districtwide Total,D,100.00%,98.87%,99.50%,96.69%
27,MORRIS,3370,MORRIS HILLS REGIONAL,050,MORRIS HILLS HIGH SCHOOL,S,90.94%,95.57%,89.08%,91.97%
27,MORRIS,3370,MORRIS HILLS REGIONAL,060,MORRIS KNOLLS HIGH SCHOOL,S,92.35%,96.61%,91.03%,92.15%
27,MORRIS,3370,MORRIS HILLS REGIONAL,999,Districtwide Total,D,91.73%,96.21%,90.27%,92.08%
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,050,MORRISTOWN HIGH SCHOOL,S,88.94%,89.20%,84.37%,91.82%
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,999,Districtwide Total,D,88.94%,89.20%,84.37%,91.82%
27,MORRIS,3450,MOUNT OLIVE TWP,010,MOUNT OLIVE HIGH SCHOOL,S,91.15%,88.71%,91.67%,93.12%
27,MORRIS,3450,MOUNT OLIVE TWP,999,Districtwide Total,D,91.15%,88.71%,91.67%,93.12%
27,MORRIS,3460,MOUNTAIN LAKES BORO,050,MOUNTAIN LAKES HIGH SCHOOL,S,98.81%,97.31%,97.87%,96.97%
27,MORRIS,3460,MOUNTAIN LAKES BORO,999,Districtwide Total,D,98.81%,97.31%,97.87%,96.97%
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,050,PARSIPPANY HIGH SCHOOL,S,90.81%,95.20%,96.72%,91.61%
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,053,PARSIPPANY HILLS HIGH SCHOOL,S,98.98%,95.96%,96.70%,95.45%
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,999,Districtwide Total,D,95.04%,95.61%,96.71%,93.53%
27,MORRIS,4080,PEQUANNOCK TWP,050,PEQUANNOCK TOWNSHIP HIGH SCHOOL,S,97.74%,96.77%,94.27%,99.08%
27,MORRIS,4080,PEQUANNOCK TWP,999,Districtwide Total,D,97.74%,96.77%,94.27%,99.08%
27,MORRIS,4330,RANDOLPH TWP,050,RANDOLPH HIGH SCHOOL,S,98.25%,96.17%,96.04%,93.53%
27,MORRIS,4330,RANDOLPH TWP,999,Districtwide Total,D,98.25%,96.17%,96.04%,93.53%
27,MORRIS,4560,ROXBURY TWP,050,ROXBURY HIGH SCHOOL,S,94.13%,93.66%,90.35%,93.98%
27,MORRIS,4560,ROXBURY TWP,999,Districtwide Total,D,94.13%,93.66%,90.35%,93.98%
27,MORRIS,5660,WEST MORRIS REGIONAL,030,WEST MORRIS CENTRAL HIGH SCHOOL,S,98.30%,96.06%,96.21%,97.31%
27,MORRIS,5660,WEST MORRIS REGIONAL,050,WEST MORRIS MENDHAM HIGH SCHOOL,S,97.98%,98.66%,98.08%,97.48%
27,MORRIS,5660,WEST MORRIS REGIONAL,999,Districtwide Total,D,98.14%,97.39%,97.10%,97.39%
29,OCEAN,0185,BARNEGAT TWP,030,BARNEGAT HIGH SCHOOL,S,89.11%,88.89%,83.58%,89.19%
29,OCEAN,0185,BARNEGAT TWP,999,Districtwide Total,D,89.11%,88.89%,83.58%,89.19%
29,OCEAN,0530,BRICK TWP,020,BRICK TOWNSHIP HIGH SCHOOL,S,86.87%,82.86%,83.70%,84.31%
29,OCEAN,0530,BRICK TWP,025,BRICK TOWNSHIP MEMORIAL HIGH SCHOOL,S,90.20%,90.55%,92.89%,89.74%
29,OCEAN,0530,BRICK TWP,999,Districtwide Total,D,88.64%,86.97%,88.74%,87.39%
29,OCEAN,0770,CENTRAL REGIONAL,030,CENTRAL REGIONAL HIGH SCHOOL,S,85.76%,84.97%,83.33%,88.48%
29,OCEAN,0770,CENTRAL REGIONAL,999,Districtwide Total,D,85.76%,84.97%,83.33%,88.48%
29,OCEAN,2360,JACKSON TWP,020,JACKSON MEMORIAL HIGH SCHOOL,S,92.95%,94.81%,92.59%,93.59%
29,OCEAN,2360,JACKSON TWP,025,JACKSON LIBERTY HIGH SCHOOL,S,91.21%,96.56%,95.58%,93.22%
29,OCEAN,2360,JACKSON TWP,999,Districtwide Total,D,92.16%,95.58%,93.87%,93.42%
29,OCEAN,2480,LACEY TWP,020,LACEY TOWNSHIP HIGH SCHOOL,S,89.89%,86.93%,90.16%,90.77%
29,OCEAN,2480,LACEY TWP,999,Districtwide Total,D,89.89%,86.93%,90.16%,90.77%
29,OCEAN,2520,LAKEWOOD TWP,050,LAKEWOOD HIGH SCHOOL,S,74.34%,71.17%,73.24%,70.11%
29,OCEAN,2520,LAKEWOOD TWP,999,Districtwide Total,D,74.34%,71.17%,73.24%,70.11%
29,OCEAN,2940,MANCHESTER TWP,040,MANCHESTER TOWNSHIP HIGH SCHOOL,S,85.66%,84.59%,89.37%,89.18%
29,OCEAN,2940,MANCHESTER TWP,999,Districtwide Total,D,85.66%,84.59%,89.37%,89.18%
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,045,MARINE ACADEMY OF TECHNOLOGY AND ENVIRONMENTAL SCIENCE,S,98.31%,100.00%,100.00%,100.00%
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,055,PERFORMING ARTS ACADEMY OF THE OCEAN COUNTY VOCATIONAL TECH,S,100.00%,100.00%,100.00%,97.22%
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,999,Districtwide Total,D,99.03%,100.00%,100.00%,75.96%
29,OCEAN,4105,PINELANDS REGIONAL,050,PINELANDS REGIONAL HIGH SCHOOL,S,87.64%,87.06%,88.52%,86.98%
29,OCEAN,4105,PINELANDS REGIONAL,999,Districtwide Total,D,87.64%,87.06%,88.52%,86.73%
29,OCEAN,4190,PLUMSTED TWP,010,NEW EGYPT HIGH SCHOOL,S,94.00%,94.59%,97.62%,96.84%
29,OCEAN,4190,PLUMSTED TWP,999,Districtwide Total,D,94.00%,94.59%,97.62%,96.84%
29,OCEAN,4210,POINT PLEASANT BORO,030,POINT PLEASANT BOROUGH HIGH SCHOOL,S,94.02%,92.43%,93.73%,92.39%
29,OCEAN,4210,POINT PLEASANT BORO,999,Districtwide Total,D,94.02%,92.43%,93.73%,92.39%
29,OCEAN,4220,POINT PLEASANT BEACH BORO,050,POINT PLEASANT BEACH HIGH SCHOOL,S,96.51%,95.33%,96.00%,98.17%
29,OCEAN,4220,POINT PLEASANT BEACH BORO,999,Districtwide Total,D,96.51%,95.33%,96.00%,98.17%
29,OCEAN,4950,SOUTHERN REGIONAL,050,SOUTHERN REGIONAL HIGH SCHOOL,S,91.86%,93.18%,88.58%,88.33%
29,OCEAN,4950,SOUTHERN REGIONAL,999,Districtwide Total,D,91.86%,93.18%,88.58%,88.33%
29,OCEAN,5190,TOMS RIVER REGIONAL,030,TOMS RIVER HIGH SCHOOL EAST,S,91.45%,90.02%,92.78%,90.70%
29,OCEAN,5190,TOMS RIVER REGIONAL,040,TOMS RIVER HIGH SCHOOL NORTH,S,93.16%,91.19%,91.65%,90.41%
29,OCEAN,5190,TOMS RIVER REGIONAL,050,TOMS RIVER HIGH SCHOOL SOUTH,S,88.25%,88.25%,88.81%,88.48%
29,OCEAN,5190,TOMS RIVER REGIONAL,999,Districtwide Total,D,91.27%,90.01%,91.19%,89.96%
31,PASSAIC,0900,CLIFTON CITY,030,CLIFTON HIGH SCHOOL,S,82.25%,82.75%,81.66%,80.00%
31,PASSAIC,0900,CLIFTON CITY,999,Districtwide Total,D,82.25%,82.75%,81.66%,80.00%
31,PASSAIC,2100,HAWTHORNE BORO,050,HAWTHORNE HIGH SCHOOL,S,85.79%,93.16%,85.95%,88.59%
31,PASSAIC,2100,HAWTHORNE BORO,999,Districtwide Total,D,85.79%,93.16%,85.95%,88.59%
31,PASSAIC,2510,LAKELAND REGIONAL,050,LAKELAND REGIONAL HIGH SCHOOL,S,95.67%,95.10%,90.94%,94.33%
31,PASSAIC,2510,LAKELAND REGIONAL,999,Districtwide Total,D,95.67%,95.10%,90.94%,94.33%
31,PASSAIC,3970,PASSAIC CITY,050,PASSAIC HIGH SCHOOL # 12,S,76.32%,71.32%,60.80%,62.70%
31,PASSAIC,3970,PASSAIC CITY,999,Districtwide Total,D,76.32%,71.32%,60.80%,62.70%
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,010,PASSAIC COUNTY-MANCHESTER REGIONAL HIGH SCHOOL,S,84.84%,80.78%,82.50%,73.42%
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,999,Districtwide Total,D,84.84%,80.78%,82.50%,73.42%
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,050,PASSAIC VALLEY REGIONAL HIGH SCHOOL,S,93.22%,92.46%,94.04%,92.51%
31,PASSAIC,3990,PASSAIC VALLEY REGIONAL,999,Districtwide Total,D,93.22%,92.46%,94.04%,92.51%
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,050,PASSAIC COUNTY TECHNICAL INSTITUTE,S,98.08%,98.33%,96.12%,96.50%
31,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,999,Districtwide Total,D,98.08%,98.33%,96.12%,96.50%
31,PASSAIC,4010,PATERSON CITY,001,SCHOOL OF INFORMATION TECHNOLOGY,S,76.39%,77.58%,66.87%,61.82%
31,PASSAIC,4010,PATERSON CITY,002,SCHOOL OF CULINARY ARTS HOSPITALITY AND TOURISM,S,76.60%,66.90%,60.29%,62.32%
31,PASSAIC,4010,PATERSON CITY,003,SCHOOL OF GOVERNMENT & PUBLIC ADMINISTRATION,S,76.65%,88.03%,75.00%,60.90%
31,PASSAIC,4010,PATERSON CITY,004,SCHOOL OF HEALTH SCIENCE,S,97.06%,95.59%,95.24%,100.00%
31,PASSAIC,4010,PATERSON CITY,005,SCHOOL OF EARTH AND SPACE SCIENCE,S,89.39%,88.06%,93.10%,
31,PASSAIC,4010,PATERSON CITY,020,ROSA L. PARKS SCHOOL OF FINE AND PERFORMING ARTS,S,100.00%,98.46%,96.61%,92.86%
31,PASSAIC,4010,PATERSON CITY,025,ACADEMY HIGH SCHOOL,S,55.56%,47.06%,32.26%,71.93%
31,PASSAIC,4010,PATERSON CITY,035,INTERNATIONAL HIGH SCHOOL,S,92.59%,94.12%,91.38%,77.78%
31,PASSAIC,4010,PATERSON CITY,304,SCHOOL OF SCIENCE TECHNOLOGY ENGG & MATHEMATICS,S,83.33%,83.06%,80.73%,
31,PASSAIC,4010,PATERSON CITY,305,SCHOOL OF EDUCATION AND TRAINING,S,83.56%,72.60%,75.24%,
31,PASSAIC,4010,PATERSON CITY,306,SCHOOL OF BUISINESS TECHNOLOGY,S,79.82%,64.57%,76.51%,
31,PASSAIC,4010,PATERSON CITY,307,SCHOOL OF ARCHITECTURE AND CONSTRUCTION TRADES,S,74.77%,70.25%,58.06%,
31,PASSAIC,4010,PATERSON CITY,999,Districtwide Total,D,74.51%,72.11%,66.39%,64.03%
31,PASSAIC,4230,POMPTON LAKES BORO,050,POMPTON LAKES HIGH SCHOOL,S,97.56%,95.40%,97.97%,95.32%
31,PASSAIC,4230,POMPTON LAKES BORO,999,Districtwide Total,D,97.56%,95.40%,97.97%,95.32%
31,PASSAIC,5570,WAYNE TWP,050,WAYNE VALLEY HIGH SCHOOL,S,96.93%,94.70%,93.39%,93.72%
31,PASSAIC,5570,WAYNE TWP,055,WAYNE HILLS HIGH SCHOOL,S,90.43%,94.97%,94.65%,97.08%
31,PASSAIC,5570,WAYNE TWP,999,Districtwide Total,D,93.60%,94.82%,93.97%,95.30%
31,PASSAIC,5650,WEST MILFORD TWP,040,WEST MILFORD TOWNSHIP HIGH SCHOOL,S,91.12%,93.73%,95.36%,90.66%
31,PASSAIC,5650,WEST MILFORD TWP,999,Districtwide Total,D,91.12%,93.73%,95.36%,90.66%
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,050,PENNS GROVE HIGH SCHOOL,S,77.30%,73.42%,69.23%,74.03%
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,999,Districtwide Total,D,77.30%,73.42%,69.23%,74.03%
33,SALEM,4075,PENNSVILLE,050,PENNSVILLE MEMORIAL HIGH SCHOOL,S,82.61%,87.50%,84.35%,92.31%
33,SALEM,4075,PENNSVILLE,999,Districtwide Total,D,82.61%,87.50%,84.35%,92.31%
33,SALEM,4150,PITTSGROVE TWP,040,ARTHUR P SCHALICK HIGH SCHOOL,S,83.85%,93.49%,88.89%,93.02%
33,SALEM,4150,PITTSGROVE TWP,999,Districtwide Total,D,83.85%,93.49%,88.89%,93.02%
33,SALEM,4630,SALEM CITY,050,SALEM HIGH SCHOOL,S,69.44%,75.47%,75.69%,67.88%
33,SALEM,4630,SALEM CITY,999,Districtwide Total,D,69.44%,75.47%,75.69%,67.88%
33,SALEM,4640,SALEM COUNTY VOCATIONAL,040,SALEM COUNTY CAREER AND TECHNICAL HIGH SCHOOL,S,96.82%,96.27%,92.92%,97.30%
33,SALEM,4640,SALEM COUNTY VOCATIONAL,999,Districtwide Total,D,96.82%,96.27%,92.92%,97.30%
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,050,WOODSTOWN HIGH SCHOOL,S,97.24%,92.56%,93.33%,95.12%
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,999,Districtwide Total,D,97.24%,92.56%,93.33%,95.12%
35,SOMERSET,0350,BERNARDS TWP,050,RIDGE HIGH SCHOOL,S,98.23%,96.74%,96.90%,98.77%
35,SOMERSET,0350,BERNARDS TWP,999,Districtwide Total,D,98.23%,96.74%,96.90%,98.77%
35,SOMERSET,0490,BOUND BROOK BORO,020,BOUND BROOK HIGH SCHOOL,S,78.33%,78.67%,75.00%,86.76%
35,SOMERSET,0490,BOUND BROOK BORO,999,Districtwide Total,D,78.33%,78.67%,75.00%,86.76%
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,005,BRIDGEWATER-RARITAN REGIONAL HIGH SCHOOL,S,95.02%,93.89%,94.74%,94.36%
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,999,Districtwide Total,D,95.02%,93.89%,94.74%,94.36%
35,SOMERSET,1610,FRANKLIN TWP,050,FRANKLIN HIGH SCHOOL,S,84.08%,85.25%,84.53%,82.39%
35,SOMERSET,1610,FRANKLIN TWP,999,Districtwide Total,D,84.08%,85.25%,84.53%,82.39%
35,SOMERSET,2170,HILLSBOROUGH TWP,030,HILLSBOROUGH HIGH SCHOOL,S,95.07%,95.08%,94.81%,97.23%
35,SOMERSET,2170,HILLSBOROUGH TWP,999,Districtwide Total,D,95.07%,95.08%,94.81%,97.23%
35,SOMERSET,3000,MANVILLE BORO,050,MANVILLE HIGH SCHOOL,S,92.45%,88.17%,94.00%,86.96%
35,SOMERSET,3000,MANVILLE BORO,999,Districtwide Total,D,92.45%,88.17%,94.00%,86.96%
35,SOMERSET,3320,MONTGOMERY TWP,030,MONTGOMERY HIGH SCHOOL,S,93.24%,95.55%,96.11%,97.45%
35,SOMERSET,3320,MONTGOMERY TWP,999,Districtwide Total,D,93.24%,95.55%,96.11%,97.45%
35,SOMERSET,3670,NORTH PLAINFIELD BORO,050,NORTH PLAINFIELD HIGH SCHOOL,S,89.52%,90.49%,90.35%,86.42%
35,SOMERSET,3670,NORTH PLAINFIELD BORO,999,Districtwide Total,D,89.52%,90.49%,90.35%,86.42%
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,070,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,S,85.23%,88.61%,91.78%,91.55%
35,SOMERSET,4810,SOMERSET CO VOCATIONAL,999,Districtwide Total,D,85.23%,88.61%,91.78%,91.55%
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,020,BERNARDS HIGH SCHOOL,S,98.26%,97.44%,94.97%,96.70%
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,999,Districtwide Total,D,98.26%,97.44%,94.97%,96.70%
35,SOMERSET,4820,SOMERVILLE BORO,050,SOMERVILLE HIGH SCHOOL,S,88.71%,90.33%,91.85%,93.29%
35,SOMERSET,4820,SOMERVILLE BORO,999,Districtwide Total,D,88.71%,90.33%,91.85%,93.29%
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,050,WATCHUNG HILLS REGIONAL HIGH SCHOOL,S,98.89%,98.08%,95.96%,96.51%
35,SOMERSET,5550,WATCHUNG HILLS REGIONAL,999,Districtwide Total,D,98.89%,98.08%,95.96%,96.51%
37,SUSSEX,2165,HIGH POINT REGIONAL,030,HIGH POINT REGIONAL HS,S,90.08%,86.92%,90.45%,89.44%
37,SUSSEX,2165,HIGH POINT REGIONAL,999,Districtwide Total,D,90.08%,86.92%,90.45%,89.44%
37,SUSSEX,2240,HOPATCONG,030,HOPATCONG HIGH SCHOOL,S,90.97%,88.33%,82.89%,87.82%
37,SUSSEX,2240,HOPATCONG,999,Districtwide Total,D,90.97%,88.33%,82.89%,87.82%
37,SUSSEX,2465,KITTATINNY REGIONAL,050,KITTATINNY REGIONAL SCHOOL,S,99.08%,96.00%,92.67%,93.51%
37,SUSSEX,2465,KITTATINNY REGIONAL,999,Districtwide Total,D,99.08%,96.00%,92.67%,93.51%
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,050,LENAPE VALLEY REGIONAL HIGH SCHOOL,S,92.75%,92.38%,92.86%,91.30%
37,SUSSEX,2615,LENAPE VALLEY REGIONAL,999,Districtwide Total,D,92.75%,92.38%,92.86%,91.30%
37,SUSSEX,3590,NEWTON TOWN,050,NEWTON HIGH SCHOOL,S,89.95%,87.56%,89.74%,86.55%
37,SUSSEX,3590,NEWTON TOWN,999,Districtwide Total,D,89.95%,87.56%,89.74%,86.55%
37,SUSSEX,4960,SPARTA TWP,050,SPARTA HIGH SCHOOL,S,98.20%,97.02%,97.38%,96.98%
37,SUSSEX,4960,SPARTA TWP,999,Districtwide Total,D,98.20%,97.02%,97.38%,96.98%
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,010,SUSSEX COUNTY TECHNICAL SCHOOL,S,98.06%,96.95%,94.93%,96.97%
37,SUSSEX,5110,SUSSEX COUNTY VOCATIONAL,999,Districtwide Total,D,98.06%,96.95%,94.93%,96.97%
37,SUSSEX,5360,VERNON TWP,020,VERNON TOWNSHIP HIGH SCHOOL,S,92.76%,93.94%,84.92%,60.73%
37,SUSSEX,5360,VERNON TWP,999,Districtwide Total,D,92.76%,93.94%,84.92%,60.73%
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,060,WALLKILL VALLEY REGIONAL HIGH SCHOOL,S,88.83%,88.12%,89.60%,93.40%
37,SUSSEX,5435,WALLKILL VALLEY REGIONAL,999,Districtwide Total,D,88.83%,88.12%,89.60%,93.40%
39,UNION,0310,BERKELEY HEIGHTS TWP,005,GOVERNOR LIVINGSTON HIGH SCHOOL,S,98.80%,97.47%,96.28%,96.46%
39,UNION,0310,BERKELEY HEIGHTS TWP,999,Districtwide Total,D,98.80%,97.47%,96.28%,96.46%
39,UNION,0850,CLARK TWP,005,ARTHUR L. JOHNSON HIGH SCHOOL,S,96.46%,97.10%,99.01%,97.79%
39,UNION,0850,CLARK TWP,999,Districtwide Total,D,96.46%,97.10%,99.01%,97.79%
39,UNION,0980,CRANFORD TWP,030,CRANFORD HIGH SCHOOL,S,97.15%,98.21%,96.63%,93.11%
39,UNION,0980,CRANFORD TWP,999,Districtwide Total,D,97.15%,98.21%,96.63%,93.11%
39,UNION,1320,ELIZABETH CITY,025,ELIZABETH HIGH SCHOOL,S,94.90%,95.86%,86.49%,73.16%
39,UNION,1320,ELIZABETH CITY,401,JOHN E. DWYER TECHNOLOGY ACADEMY,S,63.64%,60.32%,51.76%,55.88%
39,UNION,1320,ELIZABETH CITY,402,ADMIRAL WILLIAM F. HALSEY JR. LEADERSHIP ACADEMY,S,59.00%,61.16%,57.59%,60.27%
39,UNION,1320,ELIZABETH CITY,403,THOMAS JEFFERSON ARTS ACADEMY,S,55.94%,63.40%,52.52%,53.55%
39,UNION,1320,ELIZABETH CITY,404,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,S,70.44%,75.57%,62.43%,73.89%
39,UNION,1320,ELIZABETH CITY,405,ALEXANDER HAMILTON PREPARATORY ACADEMY,S,94.57%,91.00%,96.06%,96.15%
39,UNION,1320,ELIZABETH CITY,999,Districtwide Total,D,72.60%,71.05%,65.70%,67.00%
39,UNION,2190,HILLSIDE TWP,050,HILLSIDE HIGH SCHOOL,S,88.83%,79.91%,76.86%,66.12%
39,UNION,2190,HILLSIDE TWP,999,Districtwide Total,D,88.83%,79.91%,76.86%,66.12%
39,UNION,2420,KENILWORTH BORO,010,DAVID BREARLEY MIDDLE/HIGH SCHOOL,S,98.23%,92.98%,90.18%,91.60%
39,UNION,2420,KENILWORTH BORO,999,Districtwide Total,D,98.23%,92.98%,90.18%,91.60%
39,UNION,2660,LINDEN CITY,050,LINDEN HIGH SCHOOL,S,90.12%,84.46%,81.89%,81.17%
39,UNION,2660,LINDEN CITY,999,Districtwide Total,D,90.12%,84.46%,81.89%,81.17%
39,UNION,3560,NEW PROVIDENCE BORO,050,NEW PROVIDENCE HIGH SCHOOL,S,98.17%,97.35%,96.73%,97.70%
39,UNION,3560,NEW PROVIDENCE BORO,999,Districtwide Total,D,98.17%,97.35%,96.73%,97.70%
